Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Project Assistant, Box PIMS-573/51518",108446,NS,"Education Department, State",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=108446"">Project Assistant, Box PIMS-573/51518</a>]"
"Director of Digital Equity, ConnectALL",108471,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108471"">Director of Digital Equity, ConnectALL</a>]"
Administrative Assistant/Regional Office – Western NY_Buffalo   ,108472,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108472"">Administrative Assistant/Regional Office – Western NY_Buffalo   </a>]"
"Vice President and Deputy Director I, MWBE Programs_NYC	                    ",108474,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108474"">Vice President and Deputy Director I, MWBE Programs_NYC	                    </a>]"
"Vice President, Planning and Environmental Review",108475,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108475"">Vice President, Planning and Environmental Review</a>]"
Licensed Practical Nurse ,108476,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108476"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108477,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108477"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108478,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108478"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108479,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108479"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108480,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108480"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108481,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108481"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108483,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108483"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108484,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108484"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108485,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108485"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108486,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108486"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse,108487,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108487"">Licensed Practical Nurse</a>]"
Licensed Practical Nurse,108488,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108488"">Licensed Practical Nurse</a>]"
"Assistant Director, Life Sciences",108489,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108489"">Assistant Director, Life Sciences</a>]"
"Director, Life Sciences",108490,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108490"">Director, Life Sciences</a>]"
Licensed Practical Nurse ,108493,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108493"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse,108495,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108495"">Licensed Practical Nurse</a>]"
"Sr. Manager, Research, Strategy & Business Dev. _NYC",108498,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108498"">Sr. Manager, Research, Strategy &amp; Business Dev. _NYC</a>]"
Licensed Practical Nurse ,108505,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108505"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108506,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108506"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108507,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108507"">Licensed Practical Nurse </a>]"
"Health Information Management Technician 1, Buffalo Psychiatric Center, P23113",108508,13,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=108508"">Health Information Management Technician 1, Buffalo Psychiatric Center, P23113</a>]"
"Deputy Director, Workforce Development - NYC or Albany	",108509,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108509"">Deputy Director, Workforce Development - NYC or Albany	</a>]"
"Director of Programs, ConnectALL",108510,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108510"">Director of Programs, ConnectALL</a>]"
"Health Information Management Technician 2, Buffalo Psychiatric Center, P23114",108511,15,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=108511"">Health Information Management Technician 2, Buffalo Psychiatric Center, P23114</a>]"
"Licensed Master Social Worker 2, Buffalo Psychiatric Center, Inpatient, P23115",108513,20,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108513"">Licensed Master Social Worker 2, Buffalo Psychiatric Center, Inpatient, P23115</a>]"
"Education Credentials Specialist 1, Education Credentials Specialist Trainee 1, Box OP-1527/43235",108516,18,"Education Department, State",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=108516"">Education Credentials Specialist 1, Education Credentials Specialist Trainee 1, Box OP-1527/43235</a>]"
"Deputy Director, Workforce Development - NYC or Albany	",108517,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108517"">Deputy Director, Workforce Development - NYC or Albany	</a>]"
"Medical Specialist 2, Manhattan Psychiatric Center, Physician, P23117",108518,38,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108518"">Medical Specialist 2, Manhattan Psychiatric Center, Physician, P23117</a>]"
"Peer Specialist, Manhattan Psychiatric Center, P23118",108520,09,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108520"">Peer Specialist, Manhattan Psychiatric Center, P23118</a>]"
"Data and Metrics Manager, Workforce Development ",108521,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108521"">Data and Metrics Manager, Workforce Development </a>]"
Virtual Currency Supervision Manager ,108523,31,"Financial Services, Department of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=108523"">Virtual Currency Supervision Manager </a>]"
Licensed Practical Nurse ,108526,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108526"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108527,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108527"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108528,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108528"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108529,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108529"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108530,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108530"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108532,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108532"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108533,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108533"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108534,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108534"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108535,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108535"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108536,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108536"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108537,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108537"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108538,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108538"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108539,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108539"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108540,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108540"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108541,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108541"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108543,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108543"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108544,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108544"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108545,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108545"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108546,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108546"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108547,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108547"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108548,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108548"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108549,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108549"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108550,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108550"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108551,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108551"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108552,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108552"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108553,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108553"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108554,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108554"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108555,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108555"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108556,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108556"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108557,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108557"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108558,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108558"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108559,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108559"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108560,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108560"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108561,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108561"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108562,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108562"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse,108563,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108563"">Licensed Practical Nurse</a>]"
Licensed Practical Nurse,108564,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108564"">Licensed Practical Nurse</a>]"
Licensed Practical Nurse ,108565,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108565"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108566,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108566"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108567,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108567"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108568,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108568"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108569,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108569"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108570,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108570"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108571,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108571"">Licensed Practical Nurse </a>]"
Nurse 2 ,108572,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108572"">Nurse 2 </a>]"
Nurse 2 ,108573,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108573"">Nurse 2 </a>]"
Nurse 2 ,108574,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108574"">Nurse 2 </a>]"
Nurse 2 ,108577,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108577"">Nurse 2 </a>]"
Nurse 2 ,108578,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108578"">Nurse 2 </a>]"
Nurse 2 ,108580,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108580"">Nurse 2 </a>]"
"Associate Psychologist, Central New York Psychiatric Center, Marcy, Prison Based Sex Offender Treatment program, P23123",108581,23,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108581"">Associate Psychologist, Central New York Psychiatric Center, Marcy, Prison Based Sex Offender Treatment program, P23123</a>]"
